Whistle,Duration,Center_Freq,Low_Freq,Delta_Freq,Max_Freq,Inflections
Constant,0.563,13264.5,12027.3,3280.2,12747.7,0
Constant,0.822,12919.9,11662.8,4191.3,12230.9,0
Constant,0.451,14987.1,12835.1,6253,15331.6,0
Constant,1.494,11369.5,8313.9,7591,8957.8,0
Constant,0.188,14470.3,12756.2,4555.8,13436.7,0
Constant,0.806,16365.2,10205,11845,17398.8,0
Constant,1.026,13264.5,8535.5,13514.5,13609,0
Constant,0.831,13264.5,11550,5250,13264.5,0
Constant,0.631,11025,6853.4,9237.2,9646.9,0
Constant,0.877,9646.9,6013.6,10423.6,7062.9,0
Constant,0.339,11714.1,8717.4,6922.7,9646.9,0
Constant,1.187,10508.2,6208.3,11346.1,6546.1,0
Constant,0.373,9302.3,6843.1,7983.6,8785.5,0
Constant,1.64,13092.2,7894.4,14155.6,19982.8,0
Constant,1.768,11025,6391.3,14700,9819.1,0
Constant,1.276,9819.1,5649.2,11298.3,6029.3,0
Constant,5.352,12919.9,8820,12997.9,11025,0
Constant,1.692,9302.3,6013.6,10356.8,6029.3,0
Constant,1.623,13264.5,11466,9702,12747.7,0
Constant,1.622,13436.7,9826.6,10306,12403.1,0
Constant,0.57,15676.2,14267.6,5836.8,14814.8,0
Constant,0.488,12230.9,8641.2,7449.3,12747.7,0
Constant,0.763,13609,10482.8,10121.3,12919.9,0
Constant,0.537,15676.2,12285,9765,14642.6,0
Constant,0.763,10852.7,7948.3,7179.1,14298,0
Constant,0.885,11541.8,6825,15225,9302.3,0
Constant,1.086,13436.7,7350,14700,13436.7,0
Constant,0.946,12919.9,5670,15750,12747.7,0
Constant,0.66,11886.3,9142.7,7260.4,11714.1,0
Constant,1.038,12919.9,10176.9,8965.4,11886.3,0
Constant,1.294,13092.2,9958.1,11025,14642.6,0
Constant,0.58,10163.7,6911.2,9873.1,9819.1,0
Constant,1.434,16193,9020.5,13029.5,16365.2,0
Constant,1.356,14470.3,10569.4,10022.7,11886.3,0
Constant,0.761,10680.5,8268.8,8480.8,8441,0
Constant,0.463,9302.3,6013.6,9111.6,11025,0
Constant,0.481,15503.9,10176.9,11873.1,16709.8,0
Constant,0.193,11197.3,6784.6,13145.2,7062.9,0
Constant,2.483,11369.5,6560.3,13302.9,9991.4,0
Constant,4.726,14470.3,10205,11845,12747.7,0
Constant,1.376,12058.6,8564.9,10933.9,10852.7,0
Constant,0.646,11369.5,5069,14700,11541.8,0
Constant,1.024,11025,5752.2,16058.2,8957.8,0
Constant,0.346,8957.8,5279.6,10559.2,6373.8,0
Constant,0.302,11886.3,8747.1,7471.5,11369.5,0
Constant,0.618,10852.7,7669.6,7989.1,10680.5,0
Constant,0.559,16020.7,14578.5,4191.3,14987.1,0
Constant,1.38,11541.8,7229.5,14820.5,7235.2,0
Constant,0.954,13092.2,8018.2,12779,10335.9,0
Constant,0.421,11886.3,8373.4,8931.6,11025,0
Constant,1.853,11886.3,6140.5,14234.8,14814.8,0
Constant,1.514,13953.5,9958.1,9958.1,12747.7,0
Constant,1.406,11541.8,7445.5,12027.3,10852.7,0
Constant,1.202,12058.6,5118.8,16537.5,10335.9,0
Constant,0.49,11369.5,2795.1,19254.9,11369.5,0
Constant,1.784,12403.1,8382.6,9658.3,15503.9,0
Constant,0.487,10852.7,5915.9,13714,6718.4,0
Constant,0.47,13609,11845,3826.9,13609,0
Constant,0.385,13436.7,8957.8,13092.2,12230.9,0
Constant,0.409,11886.3,9284.2,6498.9,9819.1,0
Constant,1.073,11025,6784.6,9837.7,8441,0
Constant,0.89,15503.9,11845,8382.6,15331.6,0
Constant,0.864,10852.7,6850.5,11132,8613.3,0
Constant,3.387,9646.9,4961.2,13505.6,6890.6,0
Constant,2.484,11541.8,7289.3,14760.7,13609,0
Constant,1.742,11025,8747.1,5466.9,8785.5,0
Constant,0.552,16365.2,12506,8227.6,12919.9,0
Constant,0.897,14470.3,11331.2,10718.8,11369.5,0
Constant,1.604,12058.6,9688.6,5679.5,10163.7,0
Constant,0.587,9991.4,6189.5,7736.8,9302.3,0
Constant,1.03,8957.8,3575.7,14702.6,3789.8,0
Constant,0.89,12575.4,8413.8,11605.3,9130.1,0
Constant,0.903,13781.2,10482.8,7952.5,17915.6,0
Constant,0.628,16709.8,13454.2,8595.8,16537.5,0
Constant,1.488,12230.9,6106.2,13908.5,12575.4,0
Constant,0.58,12575.4,9107.6,11504.3,12403.1,0
Constant,0.597,11886.3,8166.7,9158.3,8268.8,0
Constant,1.171,12747.7,10327.2,6698.7,10852.7,0
Constant,0.612,11369.5,8200.4,8018.2,11886.3,0
Constant,0.566,8096.5,3195.7,16297.8,3617.6,0
Constant,0.79,13092.2,9107.6,12942.4,9130.1,0
Constant,0.613,11541.8,6468,13524,11541.8,0
Constant,0.375,11886.3,7517,14031.8,7579.7,0
Constant,0.552,13781.2,8931.6,12560.1,9302.3,0
Constant,0.66,11714.1,8617.2,6843.1,10852.7,0
Constant,1.153,11886.3,7653.7,13667.4,11714.1,0
Constant,1.568,11197.3,6765.3,15284.7,10852.7,0
Constant,0.479,10508.2,7112.9,10195.2,7924.2,0
Constant,0.377,11714.1,6164.5,13751.6,7924.2,0
Constant,1.641,12919.9,8747.1,11845,9302.3,0
Constant,0.127,11886.3,8929.3,5102.5,12747.7,0
Constant,0.281,13609,6907.2,14345.8,9130.1,0
Constant,0.755,10508.2,5702.6,11405.2,9302.3,0
Constant,1.489,12919.9,9079.4,12970.6,9474.6,0
Constant,0.815,15159.4,11298.3,7471.5,12747.7,0
Constant,0.984,12747.7,8382.6,7653.7,12919.9,0
Constant,0.791,12403.1,8983.3,8983.3,10335.9,0
Constant,0.599,15503.9,12695.5,9354.5,13609,0
Constant,0.907,10852.7,7056,9702,10852.7,0
Constant,1.332,10852.7,8498.4,6431.2,10852.7,0
Constant,0.617,12058.6,8235.5,10892.2,9646.9,0
Constant,0.675,12403.1,9187.5,7656.2,10163.7,0
Constant,0.5,11541.8,8382.6,6560.3,11369.5,0
Constant,1.308,11714.1,5415.8,16634.2,11886.3,0
Constant,0.972,11886.3,4699.2,15904.9,12230.9,0
Constant,1.304,11541.8,5512.5,16537.5,8785.5,0
Constant,1.204,10852.7,6253,14809.7,9819.1,0
Constant,1.74,13953.5,6843.1,15206.9,14298,0
Constant,0.577,11886.3,8556.7,13493.3,11025,0
Constant,1.349,11886.3,7543.4,14506.6,9130.1,0
Constant,1.231,12230.9,8166.7,11977.8,8441,0
Constant,0.944,10163.7,6211.3,13664.8,9130.1,0
Constant,0.304,10335.9,8214.7,13835.3,9130.1,0
Constant,0.445,8785.5,5040,12600,5684.8,0
Constant,0.39,13781.2,8750,13300,9991.4,0
Constant,0.373,14642.6,10545.7,11504.3,11886.3,0
Constant,0.659,14470.3,11349.3,9727.9,11369.5,0
Constant,1.1,13436.7,6462.9,15587.1,6546.1,0
Constant,1.011,17571.1,14760.7,6924.8,17054.3,0
Constant,0.354,10852.7,7975.5,5864.4,11025,0
Convex,0.729,13264.5,9293.8,10751.7,9819.1,1
Convex,0.814,11197.3,6013.6,14760.7,11369.5,1
Convex,0.746,13781.2,4920.2,14760.7,13953.5,1
Convex,0.968,9646.9,4373.6,16400.8,5512.5,1
Convex,0.839,10508.2,5466.9,14578.5,5857,1
Convex,0.579,11541.8,5831.4,12938.4,6890.6,1
Convex,0.784,10163.7,1378.1,18949.2,3445.3,1
Convex,0.628,10335.9,5202.8,16351.7,5857,1
Convex,0.981,10335.9,2411.7,19638.3,11197.3,1
Convex,0.796,10508.2,6742.6,11480.6,16537.5,1
Convex,0.606,8268.8,5512.5,15667.1,5512.5,1
Convex,0.787,9991.4,5739,12988.4,9474.6,1
Convex,0.606,12058.6,5836.8,14267.6,12058.6,1
Convex,0.635,13436.7,7747.3,11124.3,14987.1,1
Convex,0.919,8957.8,3307.5,18742.5,4478.9,1
Convex,0.842,13092.2,7747.3,14302.7,7924.2,1
Convex,1.036,12403.1,8564.9,13485.1,10680.5,1
Convex,0.913,8613.3,3006.8,19043.2,5340.2,1
Convex,0.696,13264.5,6853.4,10727,14814.8,1
Convex,0.804,12403.1,9111.6,10569.4,12058.6,1
Convex,0.68,14814.8,9710.1,8496.3,12919.9,1
Convex,0.902,11714.1,3976.2,15543.4,14470.3,1
Convex,0.105,18604.7,15655.5,5071.5,18777,1
Convex,0.86,11886.3,6890.6,11484.4,13092.2,1
Convex,0.606,11197.3,6805.6,11977.8,11197.3,1
Convex,0.569,12747.7,8544.4,11576.2,10163.7,1
Convex,0.52,10508.2,6737.5,13475,8785.5,1
Convex,0.642,15676.2,10933.9,10751.7,17743.4,1
Convex,0.719,12403.1,8501.2,13548.8,8785.5,1
Convex,0.657,12058.6,6924.8,11662.8,11197.3,1
Convex,0.638,12403.1,8018.2,11480.6,10163.7,1
Convex,0.953,11197.3,8200.4,10973.5,10508.2,1
Convex,0.931,13264.5,4555.8,17129.8,13609,1
Convex,1.012,12058.6,7836,14214,10680.5,1
Convex,1.186,8785.5,5432.6,16617.4,8785.5,1
Convex,1.047,11714.1,6401.6,13158.9,11025,1
Convex,0.952,11369.5,6195.9,12938.4,11714.1,1
Convex,0.601,10335.9,5512.5,12403.1,7752,1
Convex,0.859,9130.1,1929.4,19018.1,5684.8,1
Convex,0.215,16882,14101.7,7948.3,14470.3,1
Convex,0.139,16709.8,12918.2,7795.5,15503.9,1
Convex,0.798,11197.3,6378.1,10933.9,11541.8,1
Convex,0.512,13781.2,10335.9,11369.5,10852.7,1
Convex,0.707,14125.8,8747.1,9840.5,14642.6,1
Convex,1.173,10680.5,3675,12695.5,11541.8,1
Convex,0.544,12575.4,7107,10933.9,7924.2,1
Convex,0.888,13781.2,5432.6,16617.4,17743.4,1
Convex,0.423,9302.3,1198.4,20851.6,11197.3,1
Convex,0.712,13264.5,4373.6,17494.2,14814.8,1
Convex,0.88,10852.7,3731.5,17640,3789.8,1
Convex,0.74,15159.4,10022.7,10933.9,12575.4,1
Convex,0.382,13092.2,6710.9,8947.8,13264.5,1
Convex,0.838,9646.9,4691.5,16420.2,8096.5,1
Convex,0.292,14814.8,10747.1,11302.9,12575.4,1
Convex,0.717,9130.1,2756.2,19293.8,7062.9,1
Convex,0.691,8613.3,1807.4,20242.6,2239.5,1
Convex,0.762,10680.5,6201.6,15848.4,9302.3,1
Convex,0.75,10852.7,6555.4,13110.8,7235.2,1
Convex,0.793,6890.6,3421.6,18628.4,6546.1,1
Convex,0.468,9819.1,2826.9,18375,3789.8,1
Convex,0.8,9130.1,3583.1,18466.9,5168,1
Convex,0.564,11197.3,7041.2,9450,8957.8,1
Convex,0.943,13781.2,8200.4,12938.4,15848.4,1
Convex,0.758,12058.6,4095,13545,11886.3,1
Convex,0.623,14642.6,5831.4,10933.9,14987.1,1
Convex,0.562,12747.7,5959.5,14004.7,15331.6,1
Convex,0.77,14125.8,6453.7,11831.7,14814.8,1
Convex,0.666,13264.5,4083.3,17966.7,15159.4,1
Convex,0.796,10852.7,4186.7,11722.8,12747.7,1
Convex,0.883,10335.9,4516.3,11954.8,11541.8,1
Convex,0.839,11025,3515.2,14700,10508.2,1
Convex,0.856,10508.2,4642.1,16247.4,4823.4,1
Convex,0.822,11714.1,4410,17640,10335.9,1
Convex,0.839,11541.8,6907.2,13548.8,11369.5,1
Convex,0.982,11025,3097.9,18040.9,4823.4,1
Convex,0.647,11886.3,8728.1,10565.6,12230.9,1
Convex,0.97,8957.8,4593.8,17456.2,6546.1,1
Convex,0.543,11886.3,7809.4,9187.5,11025,1
Convex,0.543,9302.3,6890.6,7809.4,6890.6,1
Convex,0.926,11886.3,7653.7,14396.3,8441,1
Convex,1.386,13264.5,6201.6,15618.8,12575.4,1
Convex,1.132,12403.1,2405.5,19644.5,3617.6,1
Convex,0.603,11197.3,7653.7,9476,12575.4,1
Convex,0.951,11886.3,6560.3,10933.9,13781.2,1
Convex,0.807,11197.3,6689.3,10653.4,8785.5,1
Convex,0.77,10508.2,8018.2,6742.6,10335.9,1
Convex,0.594,15503.9,8200.4,10022.7,16365.2,1
Convex,1.012,14987.1,7471.5,13849.6,16020.7,1
Convex,0.868,14814.8,5739,11176,14814.8,1
Convex,0.401,11714.1,7543.4,8994.1,12230.9,1
Convex,0.374,9819.1,6615,7938,9646.9,1
Convex,0.782,9819.1,6378.1,8018.2,11369.5,1
Convex,0.996,11197.3,6261.1,12250,7752,1
Convex,0.856,9991.4,6582.1,8556.7,10680.5,1
Convex,0.885,9819.1,5355,13545,6890.6,1
Convex,0.718,12919.9,10022.7,7836,14470.3,1
Convex,0.652,11369.5,6485.3,12538.2,6890.6,1
Convex,0.74,10852.7,6917.6,14267.6,15331.6,1
Convex,0.601,10680.5,4755.9,16861.8,9991.4,1
Convex,0.63,12230.9,8200.4,7289.3,8785.5,1
Convex,0.093,13436.7,10751.7,4920.2,14814.8,1
Convex,0.11,12919.9,10157.9,6689.3,13092.2,1
Convex,0.908,11197.3,5102.5,14214,13436.7,1
Convex,0.669,11197.3,5466.9,9658.3,11369.5,1
Convex,0.79,11541.8,4920.2,8382.6,8096.5,1
Convex,1.389,12403.1,4555.8,10751.7,4651.2,1
Convex,0.166,9302.3,7107,5284.7,8268.8,1
Convex,0.458,13781.2,6431.2,13321.9,15676.2,1
Convex,0.563,12230.9,7653.7,9111.6,11541.8,1
Convex,0.765,13092.2,10387.2,10569.4,13092.2,1
Convex,0.947,12747.7,6013.6,15125.2,6718.4,1
Convex,0.952,13264.5,4200,17850,12919.9,1
Convex,1.27,11369.5,4171.6,16686.5,14298,1
Convex,1.076,13436.7,7471.5,12391.7,7579.7,1
Convex,1.186,10335.9,4228.8,16613,6718.4,1
Convex,0.667,6029.3,2940,19110,4823.4,1
Convex,0.804,15503.9,8198.1,13851.9,15503.9,1
Convex,0.957,12919.9,9293.8,12027.3,13264.5,1
Convex,0.631,8268.8,5102.5,8382.6,6890.6,1
Convex,0.781,10508.2,6742.6,11116.1,12230.9,1
Convex,0.656,12230.9,8336,12907.3,8441,1
Convex,0.922,8957.8,2672.7,19377.3,13609,1
Convex,0.675,12230.9,8200.4,8200.4,14298,1
Convex,0.721,12230.9,8200.4,10933.9,9991.4,1
Convex,0.676,12403.1,7471.5,5649.2,12230.9,1
Convex,0.635,12919.9,8564.9,7289.3,13781.2,1
Convex,0.887,13609,3969,15435,13609,1
Convex,0.904,13264.5,8929.3,10933.9,13953.5,1
Convex,0.535,12403.1,10022.7,5649.2,11369.5,1
Convex,0.738,13609,7836,10933.9,13436.7,1
Convex,0.887,13609,9658.3,9476,13609,1
Convex,0.861,9646.9,5616.5,12689.2,8096.5,1
Convex,0.886,12058.6,6750,10800,15676.2,1
Convex,0.72,9646.9,6378.1,12027.3,6546.1,1
Convex,0.749,10508.2,6013.6,14943,8613.3,1
Convex,0.615,10335.9,5466.9,14396.3,9819.1,1
Convex,0.845,13953.5,7471.5,12391.7,8785.5,1
Convex,0.968,12403.1,8123.7,9864.5,10335.9,1
Convex,0.883,12403.1,7289.3,11298.3,12747.7,1
Convex,1.18,10508.2,5284.7,16218.6,6890.6,1
Convex,0.452,10508.2,6924.8,10933.9,9130.1,1
Convex,0.776,13092.2,6189.5,15860.5,6546.1,1
Convex,0.49,9646.9,3215.6,18834.4,11541.8,1
Convex,0.368,10163.7,5512.5,16078.1,11541.8,1
Convex,0.526,7924.2,2795.1,19254.9,5512.5,1
Convex,0.513,9819.1,3850,18200,12575.4,1
Convex,0.485,8785.5,2756.2,19293.8,3789.8,1
Convex,0.345,8957.8,2756.2,19293.8,4134.4,1
Convex,0.232,10163.7,4539.7,17510.3,8268.8,1
Convex,0.521,10335.9,5600,16450,7752,1
Convex,0.41,11369.5,5378,16672,5512.5,1
Convex,0.393,9646.9,4116,16170,6546.1,1
Convex,0.451,12058.6,5109.1,14251.8,7235.2,1
Convex,0.445,12058.6,6110.2,15142.8,7752,1
Convex,0.43,11197.3,5861.4,15072.2,6029.3,1
Convex,0.463,13092.2,5690.3,14937.1,11714.1,1
Convex,0.337,12747.7,4550,17500,5857,1
Convex,0.541,4306.6,3834.8,17895.7,3962.1,1
Convex,0.405,14642.6,5512.5,15099.5,18087.9,1
Convex,0.453,13781.2,7350,12005,14125.8,1
Convex,0.548,9991.4,3372.4,18158.8,3617.6,1
Convex,0.546,12403.1,5512.5,16537.5,5684.8,1
Convex,0.358,12403.1,7056,14994,12058.6,1
Convex,0.451,11197.3,6485.3,12970.6,8613.3,1
Convex,0.45,10852.7,6052.9,15997.1,6546.1,1
Convex,0.265,13264.5,7833.6,13636.2,10335.9,1
Convex,0.35,12230.9,4704,17346,15848.4,1
Convex,0.466,12747.7,8505,11025,12230.9,1
Convex,0.531,12575.4,5512.5,15159.4,13264.5,1
Convex,0.396,11886.3,6924.8,14031.8,9474.6,1
Convex,0.275,13609,9363.7,10571.9,11369.5,1
Convex,0.482,14470.3,8695.8,11180.3,13953.5,1
Convex,0.464,14814.8,6576.3,15086.8,17915.6,1
Convex,0.269,15676.2,10500,10500,15159.4,1
Convex,0.439,16020.7,8885.8,10202.2,17571.1,1
Convex,0.397,12575.4,9354.5,11359.1,12230.9,1
Convex,0.256,13953.5,7875,13650,7924.2,1
Convex,0.549,13609,8056.7,13993.3,9474.6,1
Convex,0.421,11714.1,5936.5,14841.3,6373.8,1
Convex,0.372,12230.9,6784.6,15265.4,11025,1
Convex,0.549,10680.5,5775,14962.5,10508.2,1
Convex,0.439,8268.8,4102.3,17434.9,7235.2,1
Convex,0.445,8957.8,4725,14962.5,4995.7,1
Convex,0.434,11541.8,5979.7,15696.6,11541.8,1
Convex,0.185,16020.7,13302.9,6195.9,15159.4,1
Convex,0.354,11541.8,7350,14700,7407.4,1
Convex,0.367,12747.7,8994.1,12185.5,9474.6,1
Convex,0.501,7924.2,3026.5,19023.5,5512.5,1
Convex,0.401,14470.3,9284.2,10734.9,12747.7,1
Convex,0.237,9646.9,6174,15876,8785.5,1
Convex,0.216,16020.7,12100.6,7260.4,16020.7,1
Convex,0.414,14470.3,6890.6,15159.4,12403.1,1
Convex,0.351,9302.3,4410,8820,9819.1,1
Convex,1.081,14125.8,7015.9,12695.5,14814.8,1
Convex,0.998,11369.5,7260.4,9142.7,8613.3,1
Convex,1.182,13436.7,4642.1,11992.1,13609,1
Convex,0.49,13092.2,9840.5,5284.7,13436.7,1
Convex,1.386,11025,2733.5,19316.5,8613.3,1
Convex,1.013,10680.5,6742.6,10387.2,8441,1
Convex,0.879,13264.5,11298.3,6924.8,13092.2,1
Convex,0.586,12058.6,9631,4308.6,13609,1
Convex,0.872,13781.2,8929.3,12027.3,11025,1
Convex,0.671,12747.7,9826.6,8628.3,16365.2,1
Convex,0.629,13264.5,8717.4,12307,13264.5,1
Convex,0.629,13953.5,11287.5,4987.5,12403.1,1
Convex,0.644,13609,6485.3,11673.5,15503.9,1
Convex,1.042,12575.4,8419.1,9822.3,10335.9,1
Convex,0.623,10680.5,5752.2,13421.7,14125.8,1
Convex,0.251,17743.4,15489.7,6013.6,20671.9,1
Convex,0.696,8957.8,5466.9,8382.6,5857,1
Convex,0.905,11025,6784.6,12438.5,6890.6,1
Convex,0.795,13781.2,8564.9,11298.3,13609,1
Convex,0.708,10680.5,6236.4,12472.7,8096.5,1
Convex,0.811,14987.1,8711.1,11161.1,15848.4,1
Convex,0.725,12919.9,5594.8,16455.2,17743.4,1
Convex,0.7,12919.9,6161,14267.6,6201.6,1
Convex,0.484,11714.1,6890.6,15159.4,11025,1
Convex,0.378,14125.8,10022.7,10205,16882,1
Convex,0.879,11886.3,7844.7,10388.9,8268.8,1
Convex,1.049,11886.3,7458.1,11349.3,11714.1,1
Convex,0.951,9991.4,5988.9,14155.6,6546.1,1
Convex,0.782,13264.5,7597.1,11117.6,15331.6,1
Convex,0.97,10163.7,4462.5,15750,6201.6,1
Convex,1.446,10508.2,4603.8,15992.3,12403.1,1
Convex,0.869,11714.1,6560.3,13120.7,7062.9,1
Convex,0.709,11541.8,5966.5,13489.4,8613.3,1
Convex,0.289,16020.7,13849.6,4009.1,15159.4,1
Convex,0.894,10163.7,5727.3,13172.7,7579.7,1
Convex,0.875,10508.2,6013.6,10751.7,15503.9,1
Convex,0.773,8441,3753.2,18296.8,5857,1
Convex,0.828,12058.6,8200.4,10387.2,10852.7,1
Convex,0.745,10852.7,6106.2,13569.2,7924.2,1
Convex,0.659,12230.9,8308.7,13102.2,8441,1
Convex,1.197,12575.4,8018.2,14031.8,8096.5,1
Convex,0.868,11025,5880,16170,7924.2,1
Convex,1.293,13609,8563.1,13058.7,11369.5,1
Convex,0.94,12058.6,8200.4,10205,8268.8,1
Convex,0.796,14814.8,6784.6,14247.7,14814.8,1
Convex,1.026,14125.8,9284.2,10154.6,9302.3,1
Convex,0.787,13609,9894.2,10742.3,13092.2,1
Convex,0.654,9302.3,5649.2,6013.6,10852.7,1
Convex,0.779,9474.6,3508,13530.7,11025,1
Convex,0.904,10508.2,5021.3,6549.5,10508.2,1
Convex,1.208,10335.9,5943.9,10877.7,10508.2,1
Convex,1.102,10335.9,5160.6,13136.2,9991.4,1
Convex,0.927,12747.7,9111.6,12938.4,13092.2,1
Convex,1.152,9819.1,4920.2,8564.9,10852.7,1
Convex,0.362,8785.5,6560.3,9476,7924.2,1
Convex,0.209,12403.1,7350,9527.8,12230.9,1
Convex,1.04,11369.5,2450,19600,6201.6,1
Convex,0.677,10852.7,5831.4,12209.5,7407.4,1
Convex,0.653,8957.8,2396.7,16777.2,3445.3,1
Convex,0.873,11369.5,4760.8,12277.8,10852.7,1
Convex,0.959,14814.8,10751.7,10933.9,12747.7,1
Convex,1.013,12919.9,6560.3,9840.5,11886.3,1
Convex,0.903,13092.2,7015.9,11526.1,10680.5,1
Convex,1.001,9646.9,5011.4,13530.7,5340.2,1
Convex,1.074,12058.6,4134.4,17226.6,12575.4,1
Convex,0.54,10335.9,4738,12391.7,8785.5,1
Convex,0.992,10680.5,5466.9,16583.1,8096.5,1
Convex,0.945,9646.9,2863.6,16036.4,9474.6,1
Convex,0.866,8785.5,3644.6,13485.1,4823.4,1
Convex,0.866,10680.5,7536.1,13118.4,8957.8,1
Convex,0.72,11025,7143,11801.4,9474.6,1
Convex,0.629,10335.9,6140.5,11722.8,6201.6,1
Convex,0.528,14298,10609,8112.7,12747.7,1
Convex,1.156,12230.9,8382.6,7471.5,11369.5,1
Convex,1.186,13264.5,9658.3,10205,12747.7,1
Convex,0.816,9991.4,2915.7,19134.3,15848.4,1
Convex,0.807,12919.9,4037.3,18012.7,13264.5,1
Convex,0.985,12919.9,6924.8,13120.7,14814.8,1
Convex,1.035,11369.5,5512.5,14962.5,9302.3,1
Convex,0.985,11197.3,6300,13500,9302.3,1
Convex,0.998,11714.1,8100,9000,10852.7,1
Convex,0.712,12747.7,8018.2,9840.5,12575.4,1
Convex,0.553,12575.4,6211.3,13043.7,8096.5,1
Convex,0.528,9302.3,4642.1,11218.4,4823.4,1
Convex,0.794,7407.4,5308.3,16741.7,6718.4,1
Convex,1.037,10852.7,3100.8,18260.2,3100.8,1
Convex,1.736,10680.5,4530.8,16311,4651.2,1
Convex,1.806,10680.5,6586.4,15463.6,6718.4,1
Convex,0.812,12403.1,8190,13860,9646.9,1
Convex,0.975,13953.5,9840.5,10022.7,11714.1,1
Convex,0.482,9130.1,5145,16905,5168,1
Convex,0.371,13609,5649.2,9476,13609,1
Convex,1.139,13609,2957.9,17478.7,14642.6,1
Convex,0.258,9302.3,6471.2,6471.2,8785.5,1
Convex,0.581,13092.2,6924.8,13667.4,8785.5,1
Convex,0.446,13264.5,3920,18130,14298,1
Convex,0.462,13264.5,11662.8,6560.3,12403.1,1
Convex,0.49,11886.3,8382.6,8747.1,8613.3,1
Convex,0.745,13436.7,9476,8747.1,13436.7,1
Convex,0.828,13436.7,8983.3,10344.4,13264.5,1
Convex,0.73,9991.4,3891.2,15564.7,12403.1,1
Convex,0.875,12403.1,5649.2,15671.9,14470.3,1
Convex,0.604,13264.5,9293.8,12756.2,12919.9,1
Convex,0.861,12403.1,7015.9,15034.1,12747.7,1
Convex,0.579,12230.9,7517,12277.8,12919.9,1
Convex,0.848,11369.5,6911.2,12176.9,10508.2,1
Convex,0.682,13436.7,9107.6,10785.3,18260.2,1
Downsweep,0.53,15331.6,12209.5,7107,15676.2,1
Downsweep,0.524,13092.2,8200.4,9840.5,13436.7,1
Downsweep,0.084,11197.3,6742.6,12756.2,8785.5,1
Downsweep,0.611,12403.1,7726.9,14323.1,10335.9,1
Downsweep,0.996,11886.3,5854,16196,7407.4,1
Downsweep,0.511,8441,3462.4,14578.5,3617.6,1
Downsweep,0.623,14814.8,11662.8,10022.7,12403.1,1
Downsweep,0.242,14125.8,10022.7,12027.3,12747.7,1
Downsweep,0.249,14642.6,9633.5,12202.4,10508.2,1
Downsweep,0.997,12403.1,4248.2,17801.8,6890.6,1
Downsweep,0.207,17743.4,11396.6,10653.4,20671.9,1
Downsweep,0.708,11886.3,5102.5,12756.2,5857,1
Downsweep,0.293,12230.9,6514.8,15535.2,10163.7,1
Downsweep,0.339,12230.9,7894.4,14155.6,11197.3,1
Downsweep,0.229,13609,8526,13524,11714.1,1
Downsweep,0.277,13609,8947.8,13102.2,21533.2,1
Downsweep,0.238,12230.9,7179.1,14870.9,12230.9,1
Downsweep,0.159,13953.5,9107.6,12942.4,14125.8,1
Downsweep,0.25,13953.5,10195.2,11854.8,14814.8,1
Downsweep,0.287,16193,7840,14210,16365.2,1
Downsweep,0.287,12919.9,6860,15190,10335.9,1
Downsweep,0.284,14814.8,7840,14210,14987.1,1
Downsweep,0.287,15331.6,9587,12463,14470.3,1
Downsweep,0.287,14642.6,8268.8,13436.7,13781.2,1
Downsweep,0.271,13953.5,7151.4,14898.6,7235.2,1
Downsweep,0.312,14125.8,8343.2,13706.8,11886.3,1
Downsweep,0.317,15503.9,8820,13230,12919.9,1
Downsweep,0.284,17226.6,10387.2,11480.6,17226.6,1
Downsweep,0.299,16365.2,9906.5,12143.5,16193,1
Downsweep,0.216,17054.3,14188.7,7861.3,16537.5,1
Downsweep,0.214,17398.8,13849.6,8200.4,18432.4,1
Downsweep,0.244,13609,8268.8,13781.2,18260.2,1
Downsweep,0.166,18604.7,16218.6,5831.4,17571.1,1
Downsweep,0.27,15331.6,10606.3,11443.7,13264.5,1
Downsweep,0.228,17743.4,13619.1,8430.9,19293.8,1
Downsweep,0.246,16882,10569.4,11480.6,18087.9,1
Downsweep,0.818,12230.9,6924.8,14396.3,12230.9,1
Downsweep,0.792,12058.6,5959.5,16090.5,12230.9,1
Downsweep,0.359,15331.6,9423.1,12626.9,16537.5,1
Downsweep,0.271,16709.8,9991.4,12058.6,16365.2,1
Downsweep,0.525,14125.8,9675,12375,10508.2,1
Downsweep,0.657,10680.5,6742.6,12756.2,7924.2,1
Downsweep,0.345,10680.5,6013.6,8929.3,10508.2,1
Downsweep,0.135,10508.2,7471.5,5831.4,10680.5,1
Downsweep,0.423,11541.8,6765.3,10774.4,11541.8,1
Downsweep,0.985,13092.2,1575,20475,13436.7,1
Downsweep,0.773,12575.4,6013.6,13667.4,12747.7,1
Downsweep,0.138,14125.8,7836,12391.7,14642.6,1
Downsweep,0.334,10163.7,5102.5,15307.4,12058.6,1
Downsweep,0.251,12575.4,7805.3,12488.5,12747.7,1
Downsweep,0.82,13264.5,9944.1,12105.9,10852.7,1
Downsweep,0.618,12575.4,7471.5,14578.5,13953.5,1
Downsweep,0.294,11541.8,6991.5,12100.6,9646.9,1
Downsweep,0.385,10852.7,6835.5,11025,10508.2,1
Downsweep,0.392,11197.3,5322.4,14826.7,10508.2,1
Downsweep,0.796,16020.7,12878.8,8781,15676.2,1
Downsweep,0.277,10508.2,5739,11780.1,10852.7,1
