ID,X3,X4,X5,X6,X11,X12,X13,X14,X15,Y
2438,16.8,3.6,303,354,4,48.8,0.86,1.53,13.78,7.5
2439,19.1,3.3,285,379,3,49,0.99,1.09,11.11,7.6
2440,14.8,2.3,309,364,3,34.4,1.15,0.98,11.57,6.1
2441,15.5,2.1,377,279,3.5,50.1,0.93,1.58,6.04,2.7
2442,30.9,3,375,274,3.5,49.1,0.93,1.58,6.15,3.1
2443,16.6,2.5,303,300,3,42.1,1.69,0.81,9.98,2.5
2444,16.4,4.5,302,354,3,42.6,0.86,1.53,13.78,10.3
2445,16.6,3.5,349,346,3,42.9,1.32,1.84,8.56,4.8
2446,19,4.2,288,379,3,51.5,0.99,1.09,11.11,8.5
2447,15.4,4.3,305,364,3,43,1.15,0.98,11.57,7.6
2448,20.2,3,334,349,2.5,39.6,3.62,2.63,9.14,4.6
2449,16.1,3.13,323,350,3,32.8,1.18,1.54,10.82,4.69
2450,14.4,3.1,282,353,3,42.5,2.39,2.98,10.05,6
2451,18.8,3.2,325,368,3.5,44.4,1.02,1.07,12.31,5.2
2452,17.5,3,464,371,2.5,36.8,0.72,1.49,9.77,6
2453,17.2,4.1,306,364,3,40,1.15,0.98,11.57,7.8
2454,21.6,3.7,303,387,4,46.6,1.02,0.82,11.95,5.9
2455,18.3,4.4,300,370,3.5,52.5,1.68,2.17,13.4,7
2456,18.3,3.8,298,366,3,60.8,0.81,1.84,14.3,6.5
2457,16.3,3,290,376,4,56.5,1.78,2.59,8.48,5
2458,20.9,2.4,300,366,3,40.8,0.81,1.84,14.3,5.3
2459,17,3.2,393,279,3,42.1,0.93,1.58,6.09,3.2
2460,14.2,2.7,299,300,3,42.1,1.69,0.81,9.98,3.3
2461,17.9,4.9,307,354,3.5,44.8,0.86,1.53,13.78,8.6
2462,22.3,3.9,330,374,4,61.5,1.51,1.63,11.56,5.9
2463,18.6,3.65,314,365,3,44.7,1.9,2.2,10.06,5.3059
2464,16.3,2.1,327,367,4,48.4,1.02,1.07,12.31,5.5
2465,15.7,3.2,321,343,3,42.1,1.98,1.28,9.8,6.8
2466,14.5,2,395,273,3,34,0.96,1.18,6.14,4.2
2467,16.9,4.1,301,388,4,46.3,1.02,0.84,11.96,8.3
2468,15.6,3.47,323,349,2.5,31.1,1.18,1.52,10.82,5.055
2469,19.5,5.6,289,362,3,34.1,1.29,1.54,11.22,11.26
2470,20.5,3.9,394,275,3.5,52.3,0.93,1.58,6.15,3.9
2471,16.8,2.6,337,351,3,31.6,2.1,2.15,8.28,3.5
2472,20.5,3.2,297,376,4,56.5,1.78,2.59,8.48,5.8
2473,18.2,5.3,465,368,4,49.8,0.66,1.42,9.01,4.5
2474,18.7,3.9,299,370,3,45.6,1.68,2.1,13.38,8.5
2475,14.9,4.2,473,371,2.5,36.6,0.72,1.49,9.77,5.8
2476,15.3,2.4,298,373,3.5,52.1,1.8,2.54,8.43,5
2477,14.6,2.43,325,350,2.5,28.7,1.18,1.54,10.82,4.418
2478,15.5,2.5,337,352,3,27.4,2.1,2.15,8.28,3.2
2479,18.2,2.2,323,375,1.5,27.4,2.17,2.52,8.19,3.7
2480,28.2,4.1,467,366,3,55.2,1.49,0.84,8.76,3.9
2481,23.6,2.8,305,300,3.5,47.9,1.69,0.81,9.98,2.5
2482,18.1,3.8,303,388,3.5,32.7,1.02,0.84,11.96,9.5
2483,16,3,308,364,3.5,46.4,1.15,0.98,11.57,5.3
2484,26,4.6,309,354,4,54.4,0.86,1.53,13.78,7
2485,20,3.9,298,371,3.5,49.5,1.68,2.1,13.38,7.5
2486,17.1,5.1,477,363,2.5,45.2,1.67,1.09,9.02,5.8
2487,17.4,2.1,379,274,3.5,50.9,0.93,1.58,6.09,2.7
2488,13.3,3.01,324,337,1,27.4,1.18,1.52,10.82,5.119
2489,17,4.3,460,366,2.5,44.1,1.49,0.84,8.76,3.5
2490,23.2,4.09,319,365,3.5,48.9,1.9,2.2,10.06,5.3959
2491,17,3.6,315,414,2.7,40.1,1.59,1.09,8.54,6
2492,18.1,4.6,422,359,3,53.6,1.91,1.57,9.96,4.7
2493,16.5,2.6,376,274,3.5,50.1,0.93,1.58,6.09,2.7
2494,19.3,1.9,323,372,3,35.8,0.96,2.13,9.32,3.3
2495,16.7,3,320,343,2.7,41.3,1.98,1.28,9.8,7.8
2496,17.8,3.6,299,331,2.5,40,2.95,2.16,9.49,5.4
2497,17,3.91,311,370,3.5,50.1,1.91,2.19,10.11,6.546
2498,13.6,3,307,364,2.5,34.6,1.15,0.98,11.57,6.2
2499,22.1,4.37,330,349,3.5,40.6,1.18,1.52,10.82,5.634
2500,16,2.6,338,352,2.5,29.2,2.1,2.15,8.28,4.1
2501,20.3,1.8,334,349,3,41.9,3.62,2.63,9.14,2.85
2502,19.7,3.8,419,359,2.5,42,1.91,1.57,9.96,2.4
2503,25,5.2,299,371,2.5,39.7,1.68,2.1,13.38,9.7
2504,12.8,5.2,459,368,3,44.4,0.66,1.42,9.01,4.9
2505,17.2,4.6,474,363,2.5,46.4,1.67,1.09,9.02,4.2
2506,14.1,3.1,321,375,1.5,24.2,2.17,2.52,8.19,4.5
2507,21.4,2.1,329,361,2,29.8,2.15,2.23,8.8,3.1
2508,32.2,4,423,359,3.5,71,1.91,1.57,9.96,3.2
2509,14.6,2.7,325,375,1.5,21.4,2.17,2.52,8.19,4
2510,20.8,3.9,460,366,2.5,46.2,1.49,0.84,8.76,3.4
2511,15.2,2.1,320,375,3.5,49.7,0.72,2.6,8.92,5.6
2512,15,2.57,321,366,3,27.9,0.99,1.07,10.15,4.41
2513,23.4,4,397,273,3.5,41.2,0.96,1.18,6.14,3.4
2514,15.6,3.87,320,366,2.5,24.3,0.99,1.07,10.15,5.98
2515,19,3.4,362,299,3,46.1,1.61,1.19,10.43,4.7
2516,15.7,2.5,289,379,3,31.5,0.99,1.09,11.11,5.4
2517,22.7,4.34,277,373,3.5,42.6,1.76,2.76,11.06,6.8
2518,14.5,2.75,366,355,2,33.8,1.34,1.83,8.27,4.9
2519,25,2.9,322,371,2.5,39.6,2.15,2.51,8.28,3.7
2520,16.3,2.79,278,374,3,48.8,1.76,2.76,11.06,5.5
2521,14.8,1.8,323,360,3,19.6,0.96,2.13,9.32,3.8
2522,15.9,2.6,294,376,4,56.3,1.78,2.59,8.48,5.4
2523,16.3,2.8,374,270,3,35.6,0.96,1.18,6.14,3.2
2524,16.3,1.7,372,280,3,43.9,0.93,1.58,6.15,2.2
2525,14.9,3,309,364,2.5,31.2,1.15,0.98,11.57,5.7
2526,15.8,3,322,375,2.5,31.6,2.17,2.52,8.19,4.8
2527,15.7,3.59,287,353,3,37,1.05,1.7,11.9,8.03
2528,16.1,2.7,375,279,3.5,50.5,0.93,1.58,6.09,3.6
2529,21.6,3.3,372,355,4,56.1,1.34,1.83,8.27,5.05
2530,17.1,3.4,280,353,3,45.3,2.39,2.98,10.05,7.7
2531,16.1,4.1,330,374,3,42.7,1.51,1.63,11.56,7.2
2532,14.5,1.6,300,373,3,44.1,1.8,2.54,8.43,3
2533,21.9,3.8,332,374,3.5,48.6,1.51,1.63,11.56,5.5
2534,15,2.37,309,365,3,43.9,2.46,3.13,10.22,5.339
2535,13.8,1.5,336,351,2.5,27.8,2.1,2.15,8.28,2.9
2536,27.7,3.5,281,358,3.5,47.9,2.36,2.98,10.01,5.2
2537,14.6,2.6,317,362,3.5,38.8,0.93,1.04,10.75,5.8791
2538,18.5,4.6,476,363,2.5,45,1.67,1.09,9.02,2.8
2539,25.2,4.4,460,368,2,33.6,0.66,1.42,9.01,4.8
2540,32.5,3.2,427,359,3,68.8,1.91,1.57,9.96,2.1
2541,15.8,2.3,322,375,2,27.8,2.17,2.52,8.19,3.6
2542,17.9,3.15,352,346,3.5,52.1,1.32,1.84,8.56,4.25
2543,18.5,3.3,460,368,2,35.2,0.66,1.42,9.01,4.4
2544,18.1,3.9,308,354,3,44.8,0.86,1.53,13.78,8.7
2545,21.3,3.5,461,368,2.5,31.2,0.66,1.42,9.01,4.3
2546,14.2,3.45,353,346,3,41.5,1.32,1.84,8.56,4.8
2547,17.4,3.6,287,379,2.5,39.5,0.99,1.09,11.11,9.7
2548,19.4,3.8,417,359,2.5,43.2,1.91,1.57,9.96,3.3
2549,19.7,3.7,301,366,3,42.6,0.81,1.84,14.3,7.5
2550,18.2,3.5,457,368,2.5,34.6,0.66,1.42,9.01,5.5
2551,20.1,5.5,469,363,2.5,40.2,1.67,1.09,9.02,4.6
2552,23,3.1,373,274,4.5,65.5,0.93,1.58,6.15,3.3
2553,16.2,3.1,336,349,3,37.8,1.43,1.08,11.78,5.6
2554,20.1,5.2,418,359,2.5,56.8,1.91,1.57,9.96,3.6
2555,16,2.1,377,273,3.5,49.3,0.93,1.58,6.04,2.2
2556,17.8,3,325,375,1.5,28.2,2.17,2.52,8.19,4.4
2557,15.7,2.92,319,366,3,26.8,0.99,1.07,10.15,4.38
2558,15.8,2.8,297,373,4,58.1,1.8,2.54,8.43,4.4
2559,14.4,2,395,273,2,29.4,0.96,1.18,6.14,2.8
2560,25.8,3.7,395,274,4,58.7,0.93,1.58,6.15,3.2
2561,18,4.55,311,370,2.5,40.3,1.91,2.19,10.11,6.656
2562,22.6,2.5,322,371,3,34,2.15,2.51,8.28,4
2563,17,5.1,476,363,2.5,43.4,1.67,1.09,9.02,3.8
2564,17,4,423,359,2.5,54.8,1.91,1.57,9.96,3.1
2565,16.5,4.4,300,365,3,47,0.81,1.84,14.3,8.1
2566,18.5,3.8,327,374,3.5,53.5,1.51,1.63,11.56,8.1
2567,21.9,6,300,370,3.5,48.1,1.68,2.1,13.38,9.1
2568,15.8,2.86,321,366,3,28.5,0.99,1.07,10.15,4.06
2569,14.8,2.85,368,355,2,32.4,1.34,1.83,8.27,4.15
2570,23.9,5.1,461,366,3,51.8,1.49,0.84,8.76,3.5
2571,16.2,4.17,313,370,3,44.5,1.91,2.19,10.11,7.041
2572,22,2.26,318,362,2,51.2,0.93,1.04,10.75,5.3178
2573,16.9,4.1,299,365,2.5,45,0.81,1.84,14.3,8
2574,30,3.1,290,380,3.5,57,0.99,1.09,11.11,6.2
2575,15.9,2.5,301,300,3.3,46.5,1.69,0.81,9.98,2.6
2576,15.5,4.3,302,370,3,41.5,1.68,2.17,13.4,6.6
2577,13.6,2.6,390,270,3,37,0.96,1.18,6.14,3.2
2578,17.2,4.7,439,371,2.5,39.9,0.89,1.14,7.35,6.5
2579,13.8,3,325,370,3,37,1.02,1.04,12.31,6.3
2580,18,2.9,392,280,4,58.7,0.93,1.58,6.15,2.7
2581,17.3,3.8,335,349,2.5,34,1.43,1.08,11.78,6.7
2582,24.6,3.8,424,372,3,44.7,1.89,1.22,9.11,4.5
2583,23.2,3.6,373,355,4,56.1,1.34,1.83,8.27,4.65
2584,19.2,6.1,461,366,3,42.6,1.49,0.84,8.76,4
2585,16.1,2,295,376,4,56.3,1.78,2.59,8.48,4.2
2586,23.4,2.8,302,300,3.5,52.9,1.69,0.81,9.98,2.6
2587,15,3.4,462,371,2.5,30,0.72,1.49,9.77,4
2588,14.7,2,338,351,3,32.8,2.1,2.15,8.28,3
2589,18.6,3.39,283,353,4,61,1.05,1.7,11.9,5.75
2590,16.6,3.31,324,350,2,35,1.18,1.54,10.82,5.794
2591,19.8,4.3,328,374,3.5,51.6,1.51,1.63,11.56,6
2592,17.9,5.8,457,368,3,48.4,0.66,1.42,9.01,4.6
2593,18.6,6.6,424,359,2.5,55.4,1.91,1.57,9.96,4.2
2594,17.2,2.5,335,351,3,34.6,2.1,2.15,8.28,3.4
2595,13.8,4.4,328,374,3.5,54.1,1.51,1.63,11.56,6.8
2596,18.6,3,301,331,2.7,39,2.95,2.16,9.49,4.9
2597,16.7,5.9,459,366,3,58,1.49,0.84,8.76,3.7
2598,19.8,3.47,286,354,4,52,1.05,1.7,11.9,5.35
2599,15.2,2.5,376,279,4,59.9,0.93,1.58,6.09,2.8
2600,20.3,4.6,418,359,2.5,55,1.91,1.57,9.96,4
2601,15.1,2.84,316,362,3,33,0.93,1.04,10.75,4.4351
2602,21,3.5,299,331,2.7,39,2.95,2.16,9.49,4.9
2603,15.1,3.03,322,366,2.5,26.4,0.99,1.07,10.15,5.73
2604,15.1,2.52,323,366,3,24.5,0.99,1.07,10.15,5.27
2605,16.3,5,463,368,2.5,42.2,0.66,1.42,9.01,4.9
2606,22.4,3.6,302,331,3.3,38.5,2.95,2.16,9.49,5.3
2607,24.3,4.9,475,363,2.5,51.8,1.67,1.09,9.02,4.8
2608,18.1,4.4,471,371,2.5,38,0.72,1.49,9.77,5.7
2609,16.9,2.4,298,366,2.5,43.2,0.81,1.84,14.3,6.9
2610,28.5,4.8,418,359,3,60.4,1.91,1.57,9.96,4.5
2611,13.7,1.9,332,352,3,28.4,2.1,2.15,8.28,3.3
2612,17.3,5.3,462,219,2.5,45.2,1.49,0.84,8.76,2.2
2613,15.7,3.07,315,362,3.5,41.8,0.93,1.04,10.75,7.568
2614,21.4,4,306,354,3.5,47,0.86,1.53,13.78,7.4
2615,15.6,4.39,286,353,3,41,1.05,1.7,11.9,6.9
2616,15.7,3,324,369,3.5,32,1.02,1.06,12.3,7.2
2617,15.3,3.8,294,361,3,31.3,1.29,1.54,11.22,8.95
2618,17.1,2.9,373,279,3,44.3,0.93,1.58,6.09,2.6
2619,14.8,2.85,323,338,2.5,26.8,1.18,1.54,10.82,5.218
2620,14.9,2.5,324,369,2,27.5,1.02,1.06,12.3,6.5
2621,16,2,301,300,2.5,39.7,1.69,0.81,9.98,2.1
2622,14.3,3,366,355,3.3,24.6,1.34,1.83,8.27,2.75
2623,14.4,3.05,401,321,3.5,47.5,0.97,1.41,7.21,3.5
2624,15.7,3.55,404,357,2,73.1,0.97,1.41,7.21,4.7
2625,15,2.6,296,373,3.5,51.7,1.8,2.54,8.43,4.4
2626,17,3.8,375,279,3.5,50.5,0.93,1.58,6.09,3.8
2627,17.9,4.1,457,368,3,37.4,0.66,1.42,9.01,4.8
2628,14.9,2.2,372,273,3,29.2,0.96,1.18,6.14,4.1
2629,29.6,4,447,366,3,44.9,0.94,1.14,7.26,4.7
2630,15.4,2,375,270,2.5,33.8,0.96,1.18,6.14,3
2631,16.3,3.6,299,365,3,44.4,0.81,1.84,14.3,7.5
2632,17.3,4.5,299,366,3,57.6,0.81,1.84,14.3,8
2633,14.8,2.6,336,351,3.5,33.8,2.1,2.15,8.28,3.4
2634,17.5,3.2,439,371,3,44.8,0.89,1.14,7.35,4.2
2635,14.9,2.9,321,375,4,59.5,0.72,2.6,8.92,5.8
2636,23.6,2.7,305,331,3.3,38.5,2.95,2.16,9.49,3.5
2637,13.6,3.4,460,368,3,36,0.66,1.42,9.01,4
2638,21.8,1.9,327,361,3,30.2,2.15,2.23,8.8,3.2
2639,14.2,3.25,366,355,2.7,34,1.34,1.83,8.27,4.5
2640,16.3,3.4,325,375,2,26.6,2.17,2.52,8.19,4.4
2641,24.7,4.3,421,359,3.5,74.6,1.91,1.57,9.96,4
2642,18.8,2,301,331,3,26,2.95,2.16,9.49,2.9
2643,17,2.2,303,300,3.3,47.3,1.69,0.81,9.98,2.7
2644,17.2,2.2,299,300,2.7,41.1,1.69,0.81,9.98,1.8
2645,27.4,4.3,373,355,4,56.1,1.34,1.83,8.27,4.1
2646,17.2,3.88,314,370,3.5,48.8,1.91,2.19,10.11,7.748
2647,18.1,2.6,285,353,3.5,52.9,2.39,2.98,10.05,6
2648,16.3,3.35,369,355,2.7,30.4,1.34,1.83,8.27,2.45
2649,19,4.9,438,371,2.3,39.5,0.89,1.14,7.35,8.3
2650,15.4,3.85,351,346,3,45.6,1.32,1.84,8.56,4.8
2651,20.1,2.5,279,358,3,43.1,2.36,2.98,10.01,4.9
2652,23.8,4.2,306,387,4,42.9,1.02,0.82,11.95,7
2653,14.2,2.6,325,375,1.5,23,2.17,2.52,8.19,3.9
2654,16.6,3.2,424,372,2.5,38,1.89,1.22,9.11,3.2
2655,16.8,3.3,320,343,3,45.6,1.98,1.28,9.8,7
2656,17.7,3.9,341,348,3.5,42,1.42,1.05,11.78,8.1
2657,16.9,3.2,372,273,3.5,37.4,0.96,1.18,6.14,4.3
2658,15,2.8,349,346,3,42.9,1.32,1.84,8.56,4.25
2659,12.8,6,461,368,2.5,42.4,0.66,1.42,9.01,4.5
2660,17,3.5,464,371,2.5,38.4,0.72,1.49,9.77,5
2661,15.9,3.6,310,364,3.5,41.8,1.15,0.98,11.57,7.3
2662,29.7,3,332,359,3.5,49.7,0.71,2.56,8.67,3.8
2663,13.6,5.1,460,368,3,46.8,0.66,1.42,9.01,4.4
2664,21.5,3.4,328,368,3,32.4,1.02,1.07,12.31,6.7
2665,23,2.6,318,371,3,36.8,2.15,2.51,8.28,3.7
2666,18,7.2,458,219,3.5,59.8,1.49,0.84,8.76,2.5
2667,16.3,3,321,343,2.5,39.7,1.98,1.28,9.8,5.4
2668,25.2,5.7,463,368,3,42.2,0.66,1.42,9.01,4.6
2669,18.7,3.95,327,356,3.5,48.9,3.59,2.56,9.11,6.45
2670,27.4,4.2,426,359,3,59.4,1.91,1.57,9.96,3.6
2671,17.3,3.08,281,374,3,40,1.76,2.76,11.06,5.6
2672,21.5,1.8,321,371,2.5,29.4,2.15,2.51,8.28,3.4
2673,15.4,3.1,275,374,3,40.4,1.76,2.76,11.06,6.7
2674,22.5,3.4,394,273,3.5,42.6,0.96,1.18,6.14,3.6
2675,18.4,2.4,376,273,3.5,51.5,0.93,1.58,6.04,2.8
2676,25.3,3.9,332,374,4,57.7,1.51,1.63,11.56,4.4
2677,15.2,1.6,319,360,3,18.6,0.96,2.13,9.32,3.6
2678,15.1,2.32,324,337,2,25.7,1.18,1.52,10.82,4.343
2679,19.9,3.96,319,365,3.5,48.9,1.9,2.2,10.06,6.0394
2680,25.2,5.3,458,368,2.5,36,0.66,1.42,9.01,4.6
2681,14.6,2.4,399,273,2.5,29.2,0.96,1.18,6.14,2.8
2682,15,2.6,324,375,2,28.6,2.17,2.52,8.19,3.5
2683,14.3,2.6,320,375,2.5,31,2.17,2.52,8.19,4
2684,15.4,2.51,329,350,2.5,26,1.18,1.54,10.82,4.353
2685,16.3,2.6,332,359,3.5,48.7,0.71,2.56,8.67,5.2
2686,21.1,4.7,330,374,4,61.7,1.51,1.63,11.56,6.6
2687,22.3,2.9,323,371,2.5,34.2,2.15,2.51,8.28,4.4
2688,14.6,2.2,375,273,3.5,28.6,0.96,1.18,6.14,3.3
2689,15.4,2.8,375,273,3.5,48.3,0.93,1.58,6.04,2.7
2690,12.9,1.24,314,362,3,22.8,0.93,1.04,10.75,5.0869
2691,17.5,3.9,342,348,4,42.4,1.42,1.05,11.78,6.9
2692,17.9,3.6,457,366,3,51.6,1.49,0.84,8.76,2.5
2693,15.2,4.6,297,370,3.3,47.5,1.68,2.1,13.38,8.4
2694,19.3,3.2,299,331,3.3,41.5,2.95,2.16,9.49,5
2695,17,4.8,418,359,2.5,51.2,1.91,1.57,9.96,3.3
2696,18.9,4.1,306,364,3,42.8,1.15,0.98,11.57,7.8
2697,21.4,2.5,323,371,2.5,38,2.15,2.51,8.28,3.7
2698,25.3,2.6,334,359,3.5,49.7,0.71,2.56,8.67,3.8
2699,15.9,3.25,371,355,3,28.6,1.34,1.83,8.27,4.05
2700,16.1,5,424,359,2.5,49.6,1.91,1.57,9.96,4.3
2701,19.2,4.7,288,379,2.5,52,0.99,1.09,11.11,9.8
2702,18.5,3.9,461,368,3,37.6,0.66,1.42,9.01,4.4
2703,24.8,2.8,324,371,2.5,29,2.15,2.51,8.28,4.8
2704,19.3,5.2,464,368,3.5,47,0.66,1.42,9.01,3.5
2705,15.2,3.2,306,364,2.5,33.6,1.15,0.98,11.57,8.4
2706,16,1.8,323,360,3.5,21.4,0.96,2.13,9.32,3.7
2707,24.8,2.6,309,387,4,37.5,1.02,0.82,11.95,4.5
2708,26.1,4.4,426,372,2.5,40.1,1.89,1.22,9.11,3.7
2709,19,3.1,301,331,3.3,34,2.95,2.16,9.49,4.9
2710,15.3,3.1,319,343,2.3,39.5,1.98,1.28,9.8,5.5
2711,16.9,4.1,328,369,2.5,38,1.02,1.06,12.3,7.8
2712,14.8,3,306,388,3,29.5,1.02,0.84,11.96,7.4
2713,16.2,4.4,331,374,3,42.3,1.51,1.63,11.56,6.4
2714,24.9,2.8,294,380,3.5,55.5,0.99,1.09,11.11,5.1
2715,16,3.3,362,299,3,46.1,1.61,1.19,10.43,4.3
2716,16.9,2.9,327,356,3.3,46.7,3.59,2.56,9.11,4.4
2717,25.4,1.9,393,274,4.5,65.5,0.93,1.58,6.15,2.9
2718,19.3,3.9,457,368,3,39.8,0.66,1.42,9.01,4.6
2719,19.4,4.7,424,372,3,47.2,1.89,1.22,9.11,4.3
2720,16.6,4.1,300,365,3,51.4,0.81,1.84,14.3,8.2
2721,20.8,2.4,393,273,2.5,34.4,0.96,1.18,6.14,3.3
2722,23.5,3.4,325,368,3.5,38.4,1.02,1.07,12.31,4.8
2723,24.1,4.6,290,361,3.5,50.8,1.29,1.54,11.22,7.33
2724,17,4.4,475,363,2.5,34.6,1.67,1.09,9.02,5
2725,14.9,2.75,326,356,4,59.5,3.59,2.56,9.11,4
2726,17.3,3.8,416,359,3,64.2,1.91,1.57,9.96,3.3
2727,18.4,2.98,325,366,3,27.7,0.99,1.07,10.15,5.76
2728,17.6,3.2,280,374,3.5,43.4,1.76,2.76,11.06,6.4
2729,15.3,1.7,322,360,3.5,24.6,0.96,2.13,9.32,3.4
2730,16.2,4.5,440,371,2.7,41.1,0.89,1.14,7.35,6.8
2731,13.6,2.3,319,375,4,56.5,0.72,2.6,8.92,5
2732,16.6,4.4,471,371,3,40.6,0.72,1.49,9.77,5.4
2733,18,5.3,343,348,4,52,1.42,1.05,11.78,6.9
2734,15.8,3.22,323,350,2.5,24.7,1.18,1.54,10.82,5.725
2735,15.3,4.08,284,353,3,40,1.05,1.7,11.9,6.39
2736,18,4.5,438,371,2.7,41.3,0.89,1.14,7.35,6.7
2737,22.4,3.6,398,274,4,61.1,0.93,1.58,6.15,3.9
2738,14.6,2.47,324,338,3,28.1,1.18,1.54,10.82,4.96
2739,18,4.2,286,354,4,55,1.05,1.7,11.9,6.46
2740,22.9,2.3,322,371,3.5,33.2,2.15,2.51,8.28,4.3
2741,16.1,3.7,396,279,3.5,48.7,0.93,1.58,6.09,3.6
2742,17.7,3.6,301,366,3,49.2,0.81,1.84,14.3,7.3
2743,15.5,3.8,399,270,3.5,38.2,0.96,1.18,6.14,3.6
2744,16.5,2,372,279,3,42.9,0.93,1.58,6.09,3
2745,17.7,5.2,417,359,3,67.2,1.91,1.57,9.96,4.5
2746,13.9,2.53,319,366,2.5,31.8,0.99,1.07,10.15,3.82
2747,23.4,3.27,326,349,2.5,39,1.18,1.52,10.82,5.222
2748,24,3.45,327,349,3,36,1.18,1.52,10.82,4.592
2749,21.9,3.9,307,387,4,48.2,1.02,0.82,11.95,6.3
2750,18.7,4.9,296,366,3,46.2,0.81,1.84,14.3,9.1
2751,16.5,2.6,337,351,3,33.2,2.1,2.15,8.28,4
2752,22,2.6,400,270,2.5,34.4,0.96,1.18,6.14,3.4
2753,24.9,2.56,284,354,3.5,40,1.05,1.7,11.9,6
2754,17.2,4.5,301,365,3,39.2,0.81,1.84,14.3,8.6
2755,18.4,3.26,284,353,4,43,1.05,1.7,11.9,5.17
2756,14.6,4,330,374,3,45.9,1.51,1.63,11.56,7.1
2757,16.5,4.3,422,372,2.5,39,1.89,1.22,9.11,4.7
2758,17.2,3.7,474,363,2.5,32.4,1.67,1.09,9.02,5
2759,17.9,5.3,300,366,3,59,0.81,1.84,14.3,9.4
2760,14.5,2.47,323,366,2.5,23.6,0.99,1.07,10.15,3.87
2761,16.2,1.9,276,374,3,34.6,1.76,2.76,11.06,5.6
2762,16.1,3.7,468,371,2.5,29.4,0.72,1.49,9.77,4.5
2763,16.2,3.7,306,354,3.5,39.6,0.86,1.53,13.78,7.4
2764,14.6,3.6,373,279,3.5,51.9,0.93,1.58,6.09,3.4
2765,17.8,3.45,324,356,3.3,47.1,3.59,2.56,9.11,4.9
2766,17.9,3.2,461,368,2.5,34.4,0.66,1.42,9.01,3.8
2767,16.5,4.3,323,368,3.5,46.5,1.02,1.06,12.3,8.6
2768,15.9,3.56,326,338,2.5,29.6,1.18,1.54,10.82,4.992
2769,25.6,3.6,293,361,3.5,44.4,1.29,1.54,11.22,5.81
2770,15.2,2.1,317,343,2.5,39.9,1.98,1.28,9.8,5.5
2771,16.9,3.4,390,279,3,43.5,0.93,1.58,6.09,3.3
2772,17.3,5.2,462,368,4,50,0.66,1.42,9.01,5.6
2773,17.3,3.8,426,359,2.5,57.8,1.91,1.57,9.96,4
2774,16.5,4.2,344,348,3,38.4,1.42,1.05,11.78,6.8
2775,13.4,3.4,324,369,3.5,31,1.02,1.06,12.3,6.2
2776,27.6,2.2,376,274,3.5,49.3,0.93,1.58,6.15,2.9
2777,18,3.8,304,354,3,49.2,0.86,1.53,13.78,8.4
2778,22.1,4.2,423,359,2.5,52.4,1.91,1.57,9.96,4.7
2779,23,4.2,307,387,4,46.5,1.02,0.82,11.95,6.7
2780,22.5,4,405,321,3,42.7,0.97,1.41,7.21,3.6
2781,16.6,2.86,311,370,2.5,39.7,1.91,2.19,10.11,5.9634
2782,20.4,4.3,331,374,3.5,55.4,1.51,1.63,11.56,7.2
2783,14.1,3.4,326,375,2.5,32.2,2.17,2.52,8.19,5
2784,16.5,2.4,294,376,4.5,63.1,1.78,2.59,8.48,4.4
2785,21.1,4.6,423,359,2.5,62,1.91,1.57,9.96,4
2786,15,3.2,328,374,3.5,54.1,1.51,1.63,11.56,9.9
2787,19.3,6.2,462,368,4,49.6,0.66,1.42,9.01,5.4
2788,15.3,3.2,324,338,2.5,24.4,1.18,1.54,10.82,4.03
2789,16.6,4.4,436,371,2.5,40.1,0.89,1.14,7.35,5.8
2790,16.3,3.5,308,364,3,43.4,1.15,0.98,11.57,7.1
2791,22.7,3.6,423,359,3,61,1.91,1.57,9.96,3.3
2792,14.7,2.4,335,352,3,31.6,2.1,2.15,8.28,3
2793,15.7,2.3,336,351,3,33,2.1,2.15,8.28,4.7
2794,15.5,3.22,317,362,3,38.6,0.93,1.04,10.75,8.06
2795,23.6,3.3,318,414,2.5,39.8,1.59,1.09,8.54,5.6
2796,16.1,2.9,320,343,2.5,39.7,1.98,1.28,9.8,7
2797,26,5.3,334,374,3,43.1,1.51,1.63,11.56,6.1
2798,15.6,3.1,290,379,3,41.5,0.99,1.09,11.11,6.5
2799,24.3,4.1,304,366,3,60.6,0.81,1.84,14.3,5.4
2800,24.3,2.5,325,361,3.5,37.6,2.15,2.23,8.8,3.4
2801,19.3,5,459,368,3,43,0.66,1.42,9.01,4.4
2802,22.4,3.52,278,373,3.5,46.8,1.76,2.76,11.06,6
2803,16.3,2.88,273,374,3,34.2,1.76,2.76,11.06,5.1
2804,16.2,4.4,417,359,2.5,51.6,1.91,1.57,9.96,3.6
2805,18.1,4.7,300,370,3.3,47.1,1.68,2.17,13.4,7.6
2806,15.9,4.99,284,353,3,47,1.05,1.7,11.9,7.37
2807,14.9,2.2,323,369,2,26,1.02,1.06,12.3,7.8
2808,18.8,4,309,354,3.5,40.2,0.86,1.53,13.78,8.9
2809,23.2,3.45,405,321,3.7,55.1,0.97,1.41,7.21,3.55
2810,19.3,3.5,460,368,2.5,39.4,0.66,1.42,9.01,3.9
2811,24.9,2.7,376,274,4,57.1,0.93,1.58,6.15,3.4
2812,14,2.8,397,273,3,39.8,0.96,1.18,6.14,3.4
2813,22.2,3.9,318,414,3,43.3,1.59,1.09,8.54,5.9
